date,month,quarter,category,country,channel,customer_segment,units,order_value,discount_pct,final_value,rating,returned
2024-05-23,5,2,Sports,USA,web,new,4,63.8,22.0,199.18,3.7,0
2023-12-02,12,4,Clothing,Japan,web,new,1,75.93,26.3,55.97,3.6,0
2024-03-20,3,1,Electronics,Japan,web,vip,5,577.84,15.6,2437.36,3.9,1
2024-09-08,9,3,Home,France,web,returning,2,96.01,18.0,157.55,4.1,0
2023-05-12,5,2,Sports,France,app,returning,2,56.34,16.6,93.93,4.5,0
2024-05-24,5,2,Electronics,USA,web,new,5,551.98,4.1,2648.03,4.1,0
2024-10-27,10,4,Books,USA,app,new,1,69.01,1.4,68.04,4.5,0
2024-04-21,4,2,Home,Germany,mobile,new,2,85.55,2.0,167.75,4.5,0
2024-10-04,10,4,Electronics,France,mobile,returning,1,1023.35,11.6,904.76,4.1,0
2024-11-04,11,4,Electronics,Japan,web,returning,2,1483.33,19.5,2389.1,4.0,0
2023-04-16,4,2,Electronics,Germany,app,vip,3,1040.69,11.1,2774.04,4.1,0
2023-04-18,4,2,Sports,France,mobile,returning,2,181.24,16.2,303.9,4.1,0
2023-08-11,8,3,Home,USA,mobile,returning,2,186.6,21.0,294.86,3.7,0
2023-01-26,1,1,Sports,Japan,web,returning,4,200.37,23.8,610.71,3.7,0
2023-09-02,9,3,Home,USA,web,new,1,90.92,9.3,82.48,4.2,1
2023-08-24,8,3,Books,UK,web,returning,2,64.21,2.1,125.76,4.9,0
2024-01-27,1,1,Books,Germany,mobile,new,2,64.53,2.6,125.67,4.8,0
2024-06-20,6,2,Clothing,Japan,mobile,returning,1,128.77,11.7,113.68,4.1,0
2023-08-12,8,3,Books,UK,mobile,returning,1,65.62,7.4,60.74,4.1,0
2023-03-03,3,1,Home,Germany,app,returning,5,375.4,28.9,1333.91,3.7,0
2023-03-16,3,1,Books,UK,web,returning,3,54.26,1.4,160.56,5.0,0
2024-07-24,7,3,Electronics,France,web,new,5,586.79,3.6,2829.74,4.2,0
2024-06-27,6,2,Home,USA,mobile,returning,2,186.41,10.3,334.4,4.3,0
2024-10-27,10,4,Electronics,USA,app,new,3,1370.01,9.6,3716.87,4.5,0
2024-08-21,8,3,Books,France,mobile,returning,2,16.87,3.3,32.62,5.0,0
2023-12-09,12,4,Books,USA,web,returning,2,32.27,10.2,57.94,4.8,0
2024-08-30,8,3,Clothing,Japan,mobile,new,2,204.03,27.0,297.83,3.7,0
2024-08-29,8,3,Home,UK,web,vip,4,240.78,22.9,742.36,3.9,0
2024-03-29,3,1,Home,USA,web,returning,5,102.08,1.2,504.43,4.5,0
2024-11-26,11,4,Sports,Germany,mobile,returning,1,200.65,23.3,153.83,4.2,0
2024-10-30,10,4,Electronics,Germany,mobile,new,1,1296.62,14.8,1104.56,3.9,0
2024-07-02,7,3,Clothing,UK,app,returning,4,34.45,28.5,98.57,3.9,0
2023-09-29,9,3,Electronics,UK,web,returning,3,443.09,4.1,1275.31,4.0,0
2023-07-28,7,3,Clothing,France,web,new,3,201.65,17.0,501.82,3.7,0
2023-06-23,6,2,Clothing,France,mobile,new,1,142.7,27.6,103.33,3.4,0
2024-06-17,6,2,Sports,Japan,app,new,5,295.98,12.3,1297.56,4.5,0
2024-10-23,10,4,Sports,France,mobile,returning,1,64.38,17.7,52.97,4.2,0
2023-01-30,1,1,Home,USA,web,returning,5,125.13,23.7,477.23,2.9,0
2024-05-31,5,2,Home,Germany,web,returning,1,71.9,15.7,60.62,4.0,0
2024-01-02,1,1,Books,France,web,new,1,48.61,6.8,45.32,4.5,0
2023-05-30,5,2,Home,Germany,mobile,new,1,190.63,16.4,159.41,4.0,1
2023-11-13,11,4,Electronics,France,web,new,3,599.85,23.7,1373.16,3.4,1
2023-02-19,2,1,Home,Japan,web,returning,5,114.87,16.6,479.27,3.9,0
2023-11-24,11,4,Clothing,France,mobile,new,1,68.77,14.4,58.88,4.1,0
2023-10-04,10,4,Electronics,France,mobile,new,2,709.45,11.5,1255.21,3.6,0
2024-12-25,12,4,Home,USA,mobile,returning,2,479.23,14.0,824.55,3.9,0
2023-11-19,11,4,Home,USA,mobile,returning,1,382.72,15.5,323.27,3.5,0
2023-02-17,2,1,Books,Germany,web,returning,1,69.32,12.3,60.78,4.3,0
2024-06-04,6,2,Home,Germany,web,new,3,315.78,17.3,783.78,3.2,0
2024-08-06,8,3,Home,UK,mobile,new,1,372.43,20.7,295.45,4.1,0
2024-06-18,6,2,Electronics,France,app,returning,1,142.14,7.0,132.16,4.1,0
2023-06-16,6,2,Home,Japan,app,returning,5,363.49,11.1,1616.56,4.4,0
2024-02-13,2,1,Home,Germany,web,returning,3,179.1,5.9,505.49,4.4,0
2023-03-22,3,1,Sports,Germany,web,returning,1,140.96,23.3,108.05,4.3,0
2023-01-07,1,1,Clothing,France,web,vip,1,132.34,15.4,111.97,4.2,0
2024-10-30,10,4,Clothing,France,web,returning,3,38.8,9.0,105.88,4.1,0
2023-11-03,11,4,Electronics,France,web,vip,1,993.96,10.9,885.86,3.6,0
2023-02-08,2,1,Electronics,Japan,mobile,vip,2,345.39,3.4,667.41,4.1,0
2024-07-28,7,3,Electronics,France,web,returning,3,599.65,15.0,1529.41,4.3,0
2024-10-06,10,4,Clothing,UK,mobile,new,1,40.02,19.3,32.28,4.2,0
2024-05-09,5,2,Electronics,France,mobile,returning,1,459.82,13.7,396.76,3.9,0
2023-04-14,4,2,Books,Japan,web,returning,4,48.58,7.8,179.23,4.6,0
2023-02-26,2,1,Electronics,France,app,new,3,182.77,12.2,481.63,4.6,0
2023-02-12,2,1,Electronics,Germany,mobile,returning,2,492.56,12.3,863.81,4.4,0
2023-07-15,7,3,Sports,UK,web,new,2,108.67,9.7,196.21,4.4,0
2024-12-24,12,4,Books,UK,mobile,new,2,26.15,5.1,49.61,4.4,1
2023-11-28,11,4,Clothing,UK,app,new,2,268.68,17.5,443.5,4.2,0
2023-04-05,4,2,Electronics,UK,web,new,2,420.05,13.2,729.17,3.9,0
2024-02-25,2,1,Books,France,app,new,1,8.26,5.1,7.84,4.6,0
2023-07-11,7,3,Books,Germany,mobile,returning,1,14.14,8.2,12.98,4.9,0
2023-09-30,9,3,Electronics,Germany,web,returning,4,375.65,11.0,1337.49,3.7,1
2023-11-19,11,4,Electronics,Japan,web,vip,3,1061.43,8.9,2901.29,4.4,0
2023-03-16,3,1,Electronics,UK,web,vip,3,185.7,9.7,503.25,4.1,0
2024-05-08,5,2,Electronics,Germany,app,new,3,582.99,14.9,1488.48,4.0,0
2023-06-18,6,2,Electronics,UK,mobile,new,2,293.3,8.6,536.36,4.0,0
2024-10-04,10,4,Books,Germany,app,new,1,23.96,3.5,23.12,5.0,0
2023-06-21,6,2,Home,Germany,web,new,3,268.9,16.0,677.61,3.9,0
2024-06-27,6,2,Electronics,Japan,web,returning,1,917.88,2.2,897.93,4.8,0
2023-03-11,3,1,Home,UK,mobile,returning,2,266.95,22.5,414.03,3.9,1
2023-03-12,3,1,Clothing,Germany,mobile,new,1,98.55,19.6,79.25,4.0,0
2023-03-14,3,1,Electronics,USA,mobile,returning,1,426.21,19.4,343.69,4.2,0
2024-04-25,4,2,Home,USA,web,new,2,137.5,19.2,222.32,3.8,0
2024-11-10,11,4,Sports,UK,web,new,5,177.6,20.8,703.55,3.7,0
2024-01-18,1,1,Electronics,France,mobile,returning,1,632.18,6.6,590.18,4.2,0
2024-10-21,10,4,Books,UK,mobile,new,2,45.11,0.0,90.22,5.0,0
2023-08-20,8,3,Electronics,Japan,web,returning,5,796.75,11.2,3536.45,4.1,0
2023-06-21,6,2,Home,France,web,returning,1,202.89,16.3,169.73,3.9,0
2023-03-27,3,1,Electronics,USA,web,returning,5,558.12,12.2,2449.34,4.6,0
2023-06-26,6,2,Home,France,web,returning,1,419.24,14.9,356.84,4.1,0
2024-07-18,7,3,Electronics,UK,mobile,returning,1,759.08,18.5,618.83,3.9,0
2024-01-15,1,1,Electronics,Germany,web,returning,5,323.48,20.8,1281.38,3.5,0
2023-06-11,6,2,Electronics,USA,mobile,new,1,165.67,13.6,143.16,4.3,0
2024-10-12,10,4,Clothing,Japan,web,new,1,138.82,23.5,106.17,3.5,0
2024-03-22,3,1,Electronics,Germany,mobile,returning,1,448.94,14.5,383.86,4.0,0
2024-10-21,10,4,Clothing,UK,web,returning,5,285.77,18.0,1171.77,4.3,0
2024-08-24,8,3,Clothing,UK,app,new,5,194.13,9.3,880.14,4.3,0
2024-10-23,10,4,Electronics,USA,web,returning,5,441.05,12.9,1919.7,3.4,0
2023-12-14,12,4,Home,Japan,mobile,new,2,93.4,9.4,169.18,4.5,0
2023-08-01,8,3,Books,UK,web,new,2,7.83,7.2,14.53,4.6,0
2024-06-19,6,2,Home,Japan,mobile,new,2,77.62,21.0,122.59,3.7,0
2024-05-30,5,2,Clothing,UK,app,returning,3,195.77,31.2,404.28,3.9,0
2023-10-10,10,4,Electronics,USA,app,returning,3,521.77,10.0,1409.14,3.9,0
2024-09-09,9,3,Books,France,web,new,1,50.52,1.9,49.55,4.9,0
2023-04-04,4,2,Home,Germany,web,new,5,366.53,6.0,1723.08,4.2,0
2024-06-22,6,2,Books,France,mobile,new,1,56.72,5.9,53.36,4.9,0
2024-04-23,4,2,Home,UK,web,returning,4,231.74,20.2,739.57,3.5,1
2023-03-27,3,1,Sports,Germany,web,new,3,249.65,10.4,671.27,4.1,0
2024-04-02,4,2,Electronics,France,app,new,5,740.68,6.9,3447.1,4.4,0
2023-11-19,11,4,Electronics,France,mobile,returning,1,1445.13,16.0,1214.41,3.6,0
2024-08-22,8,3,Electronics,Germany,mobile,returning,2,658.33,20.9,1041.78,3.6,0
2023-03-04,3,1,Clothing,USA,web,new,1,87.47,14.8,74.49,4.1,0
2024-04-04,4,2,Clothing,France,mobile,returning,2,224.53,16.1,376.96,4.1,0
2024-05-09,5,2,Home,Germany,web,returning,5,218.85,18.0,897.71,3.8,0
2023-10-02,10,4,Home,UK,web,returning,4,516.6,1.3,2040.2,4.9,0
2023-03-21,3,1,Electronics,France,web,returning,1,421.63,2.2,412.55,4.1,0
2024-05-23,5,2,Sports,UK,web,new,2,301.54,23.7,459.95,3.5,1
2023-12-31,12,4,Home,UK,app,new,3,594.12,13.5,1542.08,3.8,1
2024-09-10,9,3,Clothing,Germany,web,new,1,30.42,18.4,24.82,3.8,0
2024-02-04,2,1,Electronics,USA,web,new,1,760.27,0.0,760.27,4.5,0
2024-01-31,1,1,Electronics,Japan,web,returning,1,380.25,17.9,312.32,3.6,0
2024-12-14,12,4,Home,Germany,web,returning,2,71.24,0.0,142.48,4.1,0
2024-07-01,7,3,Home,UK,web,new,3,396.52,19.8,953.74,4.5,1
2024-10-18,10,4,Home,Japan,web,new,4,246.12,12.1,864.92,4.0,0
2023-11-02,11,4,Clothing,USA,web,new,2,217.61,21.0,343.8,3.8,0
2023-06-10,6,2,Books,Japan,web,returning,1,55.57,5.7,52.4,4.5,0
2024-10-14,10,4,Home,Japan,app,returning,2,416.9,21.8,651.85,3.6,0
2024-04-07,4,2,Clothing,Japan,web,new,3,46.05,17.8,113.58,3.7,0
2024-06-07,6,2,Electronics,France,mobile,returning,2,796.73,14.0,1370.12,4.3,0
2024-12-04,12,4,Clothing,France,web,new,1,168.41,14.4,144.13,3.5,0
2023-06-07,6,2,Home,USA,app,new,5,162.78,32.6,548.32,3.3,1
2024-11-06,11,4,Clothing,France,mobile,new,2,203.02,31.2,279.55,3.0,0
2024-04-11,4,2,Electronics,Japan,web,new,2,145.69,17.5,240.53,3.8,0
2023-01-17,1,1,Books,USA,mobile,returning,1,53.99,4.3,51.66,4.8,0
2024-03-05,3,1,Sports,Germany,app,returning,4,241.7,18.6,786.69,4.0,0
2023-05-30,5,2,Electronics,UK,mobile,new,1,611.32,17.8,502.78,3.5,0
2023-12-12,12,4,Home,Japan,mobile,returning,1,520.75,10.3,467.2,4.0,0
2023-06-12,6,2,Electronics,France,mobile,returning,1,1165.64,10.5,1043.72,4.3,0
2024-07-18,7,3,Sports,Japan,mobile,returning,1,112.18,25.9,83.11,3.7,0
2024-12-15,12,4,Home,USA,mobile,vip,2,161.08,6.1,302.53,4.2,0
2023-04-02,4,2,Sports,USA,web,new,3,121.6,27.8,263.23,3.7,0
2023-05-02,5,2,Sports,France,web,new,1,277.6,17.0,230.4,4.5,0
2024-11-24,11,4,Clothing,USA,web,returning,1,145.05,17.0,120.43,4.0,0
2023-01-23,1,1,Books,Germany,app,vip,5,21.42,2.6,104.35,4.9,0
2024-05-01,5,2,Electronics,Germany,mobile,returning,1,916.53,2.7,892.12,4.5,0
2023-10-31,10,4,Home,Japan,web,returning,2,75.76,13.4,131.18,4.1,0
2024-05-23,5,2,Electronics,USA,mobile,new,1,905.46,6.4,847.07,3.9,0
2023-04-02,4,2,Electronics,USA,web,returning,5,140.3,5.2,664.99,4.4,0
2023-01-04,1,1,Electronics,Japan,web,returning,2,579.31,8.0,1065.62,3.7,0
2023-07-25,7,3,Books,Germany,web,returning,1,28.94,4.4,27.66,4.4,0
2024-08-08,8,3,Sports,UK,mobile,returning,2,75.41,17.2,124.89,4.2,0
2024-06-10,6,2,Sports,Japan,mobile,new,1,235.41,31.1,162.3,3.5,0
2024-08-12,8,3,Electronics,Japan,web,new,1,196.05,17.2,162.43,3.7,0
2024-04-01,4,2,Electronics,Japan,mobile,returning,2,127.42,5.1,241.79,4.5,0
2024-05-01,5,2,Clothing,Germany,app,new,2,164.61,23.4,252.17,4.1,0
2024-04-13,4,2,Clothing,USA,mobile,returning,2,159.1,16.2,266.6,4.5,1
2023-06-08,6,2,Electronics,UK,web,returning,3,580.24,2.3,1701.13,4.1,0
2024-09-07,9,3,Electronics,Japan,mobile,returning,2,360.9,7.5,667.34,4.0,0
2023-10-04,10,4,Electronics,USA,mobile,new,1,1533.89,8.2,1408.16,4.2,0
2023-08-21,8,3,Home,France,mobile,new,2,361.04,18.7,586.72,3.7,0
2023-12-03,12,4,Electronics,USA,web,new,2,429.42,14.9,730.84,4.6,0
2023-12-12,12,4,Electronics,Japan,app,new,3,1336.28,3.3,3876.16,4.5,0
2023-07-15,7,3,Home,Germany,app,vip,1,110.8,10.6,99.09,4.2,0
2024-04-14,4,2,Electronics,UK,web,vip,2,399.86,0.0,799.72,4.6,0
2023-05-14,5,2,Books,USA,app,new,3,46.87,6.7,131.21,5.0,0
2023-07-03,7,3,Sports,USA,app,vip,4,24.16,0.0,96.64,4.4,0
2023-08-14,8,3,Clothing,UK,app,returning,1,61.17,12.0,53.86,4.5,0
2023-05-17,5,2,Clothing,France,mobile,returning,2,223.77,13.8,385.64,4.4,1
2023-08-10,8,3,Clothing,France,web,new,2,126.08,8.9,229.65,4.6,0
2023-08-28,8,3,Books,USA,web,returning,5,20.65,2.4,100.82,4.7,0
2024-05-09,5,2,Clothing,Japan,mobile,new,1,81.25,22.3,63.13,3.8,0
2023-11-01,11,4,Clothing,France,web,returning,2,73.05,19.9,116.99,4.2,0
2023-02-09,2,1,Electronics,Germany,web,returning,4,192.51,12.7,671.91,4.0,0
2023-08-24,8,3,Clothing,USA,app,returning,2,161.29,7.4,298.65,4.6,0
2023-11-01,11,4,Home,France,mobile,returning,2,60.74,20.2,96.94,4.0,0
2023-04-13,4,2,Sports,Germany,web,vip,2,58.61,5.4,110.89,4.7,0
2024-06-25,6,2,Home,Germany,web,returning,2,328.97,14.8,560.51,3.8,0
2023-08-14,8,3,Books,Japan,app,returning,3,52.94,2.3,155.23,4.9,0
2024-06-08,6,2,Sports,UK,mobile,returning,1,277.35,17.2,229.62,3.5,0
2024-07-23,7,3,Sports,Japan,mobile,vip,2,41.55,5.2,78.76,4.4,0
2024-11-11,11,4,Books,Japan,web,returning,3,66.98,1.0,198.94,4.9,0
2024-09-24,9,3,Books,Japan,web,returning,1,56.17,4.7,53.55,4.5,0
2023-03-07,3,1,Books,France,mobile,returning,1,17.9,2.2,17.51,5.0,0
2024-08-20,8,3,Books,USA,mobile,new,2,45.53,4.0,87.44,4.8,0
2023-08-08,8,3,Sports,France,web,new,1,249.18,23.6,190.39,3.9,0
2023-02-11,2,1,Electronics,France,web,new,1,622.26,8.6,568.52,4.2,0
2023-08-09,8,3,Home,Japan,app,new,3,64.19,14.3,164.97,3.9,0
2024-09-01,9,3,Home,Germany,app,new,3,256.14,12.8,670.32,4.0,0
2024-01-21,1,1,Electronics,France,mobile,returning,1,223.5,11.9,196.82,3.7,0
2023-09-26,9,3,Electronics,France,app,returning,4,740.55,5.0,2813.97,4.7,0
2023-05-15,5,2,Electronics,USA,web,vip,5,800.99,3.7,3857.4,4.3,0
2023-12-22,12,4,Home,France,web,new,5,539.92,23.4,2067.78,3.6,0
2023-05-04,5,2,Clothing,USA,mobile,vip,1,166.47,28.5,119.09,3.3,0
2024-01-30,1,1,Home,Germany,app,new,2,259.23,14.0,445.7,4.5,0
2024-07-20,7,3,Electronics,UK,mobile,new,1,647.55,6.1,607.85,4.5,0
2023-06-03,6,2,Clothing,UK,mobile,new,1,158.66,17.5,130.85,3.9,0
2024-04-12,4,2,Home,Japan,app,returning,1,84.06,19.7,67.52,4.0,0
2024-12-27,12,4,Clothing,Germany,web,returning,2,66.37,22.6,102.76,3.8,0
2023-07-29,7,3,Books,USA,mobile,vip,1,49.74,0.0,49.74,4.9,0
2023-02-18,2,1,Electronics,Germany,app,returning,1,776.16,11.8,684.66,4.0,0
2024-11-09,11,4,Electronics,France,app,new,5,1521.7,4.1,7296.88,4.7,0
2023-07-02,7,3,Sports,Germany,app,new,4,180.14,13.0,627.04,4.4,0
2023-08-10,8,3,Clothing,Japan,app,returning,4,51.82,9.4,187.73,4.7,0
2024-01-15,1,1,Electronics,Japan,web,vip,5,384.04,12.5,1680.46,4.2,1
2024-08-31,8,3,Home,Germany,web,new,4,95.77,25.8,284.16,3.4,0
2024-08-05,8,3,Books,Germany,app,returning,1,15.04,6.0,14.13,4.7,0
2023-05-05,5,2,Electronics,France,web,new,3,120.96,7.7,334.89,3.9,0
2023-07-28,7,3,Home,Japan,app,new,1,499.8,21.2,393.96,3.7,0
2023-07-04,7,3,Clothing,Japan,app,returning,3,170.52,14.7,436.31,3.7,0
2023-11-30,11,4,Electronics,France,web,returning,4,616.31,10.5,2207.35,3.8,0
2024-05-28,5,2,Sports,France,mobile,returning,1,195.63,15.5,165.36,4.2,0
2023-01-31,1,1,Electronics,USA,web,returning,2,634.55,12.9,1105.54,4.4,0
2023-07-29,7,3,Home,UK,mobile,new,1,432.71,9.4,391.85,3.9,0
2023-03-01,3,1,Sports,Japan,web,returning,4,104.82,36.2,267.36,3.5,0
2024-09-19,9,3,Sports,Germany,web,new,4,77.6,12.5,271.56,4.3,0
2024-03-24,3,1,Clothing,Japan,mobile,new,2,158.36,20.5,251.75,4.1,0
2023-03-25,3,1,Electronics,USA,web,returning,5,216.09,25.1,809.4,3.8,0
2024-09-10,9,3,Sports,USA,mobile,new,1,86.38,15.5,72.96,4.3,0
2024-10-30,10,4,Clothing,Germany,mobile,returning,1,172.02,23.5,131.66,3.9,0
2023-09-19,9,3,Electronics,Germany,app,new,5,743.66,12.1,3267.36,4.2,0
2023-05-29,5,2,Electronics,Japan,app,returning,4,437.08,2.4,1705.85,3.9,0
2023-02-10,2,1,Clothing,USA,web,vip,3,82.15,11.9,217.01,3.7,0
2024-07-11,7,3,Clothing,USA,web,new,3,243.21,18.4,595.26,4.1,0
2023-12-02,12,4,Home,France,web,vip,5,135.57,6.6,632.91,4.7,0
2023-02-23,2,1,Clothing,France,web,returning,2,157.31,28.3,225.72,3.0,0
2023-03-23,3,1,Electronics,USA,mobile,vip,2,891.94,28.8,1269.6,3.0,1
2023-10-17,10,4,Books,UK,web,returning,1,77.72,1.6,76.48,4.9,0
2024-09-25,9,3,Books,USA,web,vip,4,10.39,2.2,40.64,5.0,0
2024-07-04,7,3,Electronics,USA,app,new,3,309.01,11.6,819.35,4.0,0
2023-09-14,9,3,Clothing,USA,mobile,returning,1,118.25,16.2,99.13,3.7,0
2024-04-21,4,2,Electronics,UK,web,returning,3,690.5,14.9,1763.86,3.8,0
2023-05-17,5,2,Clothing,USA,mobile,vip,1,159.48,0.0,159.48,4.8,0
2023-05-06,5,2,Clothing,Japan,mobile,new,1,208.28,14.3,178.55,4.8,0
2024-01-26,1,1,Books,UK,app,vip,5,50.81,0.3,253.24,5.0,0
2024-01-04,1,1,Electronics,Japan,web,returning,3,875.73,9.5,2378.05,4.1,1
2024-08-27,8,3,Electronics,Japan,web,returning,3,526.72,12.5,1383.32,4.1,0
2023-07-29,7,3,Clothing,Germany,web,new,2,52.7,28.8,75.05,3.4,0
2023-08-14,8,3,Electronics,USA,app,returning,5,858.77,3.9,4126.0,4.9,0
2024-10-09,10,4,Sports,France,web,returning,4,485.56,16.9,1614.96,4.5,0
2023-05-13,5,2,Home,USA,mobile,new,1,98.54,18.7,80.15,3.7,0
2024-08-04,8,3,Clothing,UK,web,new,2,87.78,11.8,154.76,3.7,0
2023-11-13,11,4,Books,USA,mobile,new,1,25.83,5.1,24.5,4.6,0
2024-07-13,7,3,Sports,Germany,web,new,1,327.39,14.7,279.32,4.2,0
2023-11-15,11,4,Sports,France,mobile,new,2,419.11,9.8,756.23,3.9,0
2024-06-26,6,2,Home,UK,app,new,1,299.56,31.3,205.85,3.3,1
2023-11-02,11,4,Home,Germany,mobile,new,1,423.19,9.1,384.85,3.8,0
2024-04-22,4,2,Clothing,Germany,web,returning,2,242.76,20.8,384.46,3.6,0
2024-05-26,5,2,Sports,USA,web,returning,5,173.99,17.6,716.55,4.3,0
2024-01-18,1,1,Home,Japan,web,vip,3,89.71,11.6,238.02,4.3,0
2024-04-17,4,2,Clothing,USA,app,returning,4,196.66,10.6,702.94,4.4,0
2023-03-03,3,1,Books,UK,web,new,2,55.61,3.8,107.03,4.9,0
2024-05-27,5,2,Electronics,UK,mobile,returning,2,229.96,10.2,412.85,3.7,0
2024-07-05,7,3,Clothing,UK,web,returning,3,76.97,20.8,182.85,3.6,0
2023-12-03,12,4,Books,UK,app,returning,1,85.24,7.8,78.6,4.5,0
2024-07-22,7,3,Clothing,Japan,web,vip,1,195.0,22.1,151.81,4.2,0
2023-11-29,11,4,Clothing,Japan,web,new,1,192.78,25.4,143.81,3.6,0
2023-03-09,3,1,Books,Japan,app,vip,1,21.92,10.1,19.7,4.6,0
2023-03-26,3,1,Electronics,Germany,app,returning,1,878.9,19.9,704.14,4.1,0
2023-05-13,5,2,Clothing,Germany,web,returning,1,87.58,27.6,63.44,3.7,0
2024-06-02,6,2,Clothing,UK,mobile,new,2,26.91,21.8,42.09,4.4,0
2024-11-08,11,4,Clothing,Germany,web,returning,3,76.73,9.5,208.44,3.8,0
2024-10-08,10,4,Clothing,USA,web,returning,3,221.57,32.0,452.2,3.7,0
2024-01-27,1,1,Clothing,UK,web,new,3,88.73,8.1,244.69,4.8,0
2023-01-07,1,1,Electronics,UK,app,vip,2,605.21,3.0,1174.38,4.6,0
2023-02-22,2,1,Electronics,Germany,web,returning,1,592.28,4.3,566.95,3.9,0
2024-02-22,2,1,Clothing,Japan,app,returning,1,31.8,24.7,23.94,4.0,0
2024-11-17,11,4,Clothing,USA,mobile,new,1,224.78,17.1,186.25,4.1,0
2023-10-08,10,4,Sports,UK,web,returning,3,49.56,19.5,119.68,3.8,0
2024-05-25,5,2,Books,Japan,app,new,2,45.91,1.8,90.12,5.0,0
2023-02-18,2,1,Electronics,Japan,web,new,5,447.89,17.6,1845.12,4.3,0
2023-05-03,5,2,Electronics,France,web,returning,5,236.12,19.7,948.29,3.9,0
2024-05-24,5,2,Clothing,USA,web,new,2,228.47,26.7,334.95,3.5,0
2024-10-17,10,4,Electronics,France,mobile,new,2,1375.78,12.7,2401.92,4.4,0
2024-09-13,9,3,Clothing,Germany,mobile,new,2,50.29,27.4,73.01,3.6,0
2023-08-24,8,3,Sports,UK,web,returning,3,324.48,33.6,646.77,3.3,0
2024-08-14,8,3,Clothing,UK,mobile,returning,1,166.11,26.3,122.49,3.8,0
2023-09-03,9,3,Home,USA,app,returning,3,450.81,9.5,1223.3,4.5,0
2023-11-18,11,4,Sports,Japan,app,vip,1,30.22,17.2,25.03,4.3,1
2024-04-26,4,2,Electronics,France,mobile,new,2,810.74,15.2,1374.86,4.0,0
2024-05-20,5,2,Sports,UK,app,new,2,27.3,14.5,46.67,4.2,0
2023-06-07,6,2,Home,Japan,mobile,vip,1,274.16,15.9,230.61,4.4,0
2023-10-11,10,4,Books,USA,web,new,2,50.14,6.8,93.42,4.4,0
2023-10-30,10,4,Electronics,Germany,web,returning,1,661.67,19.1,535.07,3.1,0
2024-11-23,11,4,Clothing,Japan,web,returning,2,81.95,15.5,138.56,4.6,0
2024-04-07,4,2,Electronics,UK,web,new,5,996.26,9.9,4487.65,4.0,0
2023-05-12,5,2,Electronics,Germany,app,returning,4,721.45,6.7,2692.77,4.4,1
2023-06-05,6,2,Electronics,Germany,mobile,new,2,461.45,12.6,806.71,4.3,0
2024-10-18,10,4,Clothing,USA,app,returning,2,242.97,29.7,341.61,3.3,0
2023-09-04,9,3,Clothing,USA,web,returning,4,51.72,20.4,164.64,4.0,0
2023-07-07,7,3,Clothing,Japan,mobile,returning,1,161.6,17.9,132.63,4.0,0
2023-03-22,3,1,Clothing,Japan,mobile,vip,2,43.33,8.9,78.92,4.1,0
2023-11-24,11,4,Home,Japan,web,new,1,39.98,21.0,31.56,3.8,0
2023-08-29,8,3,Electronics,Japan,mobile,returning,2,851.87,11.6,1506.89,3.7,0
2023-03-19,3,1,Electronics,UK,app,returning,5,1085.73,5.8,5111.87,4.3,0
2023-09-08,9,3,Electronics,Japan,app,returning,3,772.58,14.6,1978.55,3.6,0
2024-06-14,6,2,Clothing,Germany,mobile,returning,2,193.04,19.8,309.8,3.5,0
2023-09-23,9,3,Sports,Japan,app,returning,5,27.17,12.3,119.16,4.3,0
2023-05-07,5,2,Electronics,USA,mobile,new,1,856.13,6.3,802.61,4.3,0
2023-09-23,9,3,Books,Germany,web,new,4,14.32,0.9,56.74,5.0,0
2024-10-04,10,4,Books,Japan,web,returning,1,96.56,3.6,93.1,5.0,0
2024-08-03,8,3,Electronics,France,web,new,1,816.06,17.1,676.6,3.9,0
2023-09-16,9,3,Electronics,UK,web,returning,3,603.65,8.7,1653.94,3.7,0
2024-04-23,4,2,Sports,France,web,returning,1,163.34,11.4,144.66,4.9,0
2023-11-19,11,4,Home,Japan,mobile,returning,1,665.35,14.7,567.56,4.3,0
2024-12-07,12,4,Electronics,Germany,mobile,vip,1,931.05,6.5,870.52,4.3,0
2023-06-02,6,2,Home,Germany,web,new,2,228.02,14.4,390.59,3.9,0
2023-09-11,9,3,Home,Germany,web,returning,4,137.47,7.7,507.33,3.9,0
2023-08-05,8,3,Books,UK,app,returning,2,60.85,5.8,114.65,4.7,0
2024-11-17,11,4,Sports,USA,mobile,returning,1,272.3,34.5,178.22,3.6,0
2024-11-23,11,4,Clothing,USA,mobile,new,1,38.18,13.6,33.0,4.0,0
2023-05-03,5,2,Books,France,mobile,new,1,69.1,5.5,65.32,4.6,0
2024-12-15,12,4,Sports,Japan,app,new,3,315.47,26.5,695.99,3.6,0
2024-04-18,4,2,Electronics,Germany,web,new,1,431.74,7.8,397.99,4.3,0
2023-07-19,7,3,Electronics,France,web,new,4,798.81,14.9,2718.19,3.7,1
2024-02-12,2,1,Electronics,France,web,returning,3,211.18,9.8,571.23,4.4,0
2024-06-15,6,2,Sports,Japan,web,new,1,321.1,18.8,260.8,4.3,1
2023-05-07,5,2,Sports,Germany,mobile,returning,1,62.71,18.2,51.31,4.2,0
2024-10-04,10,4,Electronics,Japan,mobile,returning,1,1113.58,10.5,996.62,4.3,0
