date,year,month,season,source,region,production_gwh,consumption_gwh,co2_tonnes,capacity_pct,spot_price_mwh,cost_usd_k
2024-06-08,2024,6,Summer,Gas,North,100.45,87.82,49.22,76.8,66.54,6683.83
2024-06-08,2024,6,Summer,Nuclear,North,54.98,53.7,0.66,83.9,66.54,3658.06
2024-06-08,2024,6,Summer,Coal,East,43.98,37.94,36.066,48.4,66.54,2926.66
2024-06-09,2024,6,Summer,Solar,North,33.4,28.5,0.0,56.5,64.7,2161.18
2024-06-09,2024,6,Summer,Wind,South,31.75,29.39,0.0,60.6,64.7,2054.44
2024-06-09,2024,6,Summer,Gas,East,84.78,82.53,41.544,79.1,64.7,5485.55
2024-06-09,2024,6,Summer,Nuclear,East,58.41,49.19,0.701,97.0,64.7,3779.08
2024-06-09,2024,6,Summer,Coal,West,45.84,43.12,37.593,55.8,64.7,2966.17
2024-06-10,2024,6,Summer,Solar,West,38.52,36.1,0.0,61.5,72.6,2796.21
2024-06-10,2024,6,Summer,Wind,North,32.92,31.46,0.0,55.6,72.6,2389.79
2024-06-10,2024,6,Summer,Gas,South,86.75,79.73,42.506,79.8,72.6,6297.77
2024-06-10,2024,6,Summer,Nuclear,East,64.51,63.66,0.774,71.2,72.6,4683.78
2024-06-10,2024,6,Summer,Coal,East,45.56,43.34,37.361,56.2,72.6,3307.82
2024-06-11,2024,6,Summer,Solar,West,42.83,40.78,0.0,67.4,67.26,2880.59
2024-06-11,2024,6,Summer,Wind,North,37.48,33.26,0.0,54.0,67.26,2521.1
2024-06-11,2024,6,Summer,Gas,West,87.0,76.0,42.632,79.0,67.26,5851.92
2024-06-11,2024,6,Summer,Nuclear,West,13.62,11.92,0.163,22.2,67.26,916.34
2024-06-11,2024,6,Summer,Coal,West,45.52,39.16,37.325,56.5,67.26,3061.59
2024-06-12,2024,6,Summer,Solar,North,36.26,35.04,0.0,73.6,61.5,2229.89
2024-06-12,2024,6,Summer,Wind,East,39.65,34.8,0.0,46.5,61.5,2438.63
2024-06-12,2024,6,Summer,Gas,North,93.09,78.2,45.614,81.4,61.5,5725.07
2024-06-12,2024,6,Summer,Nuclear,East,59.59,50.49,0.715,90.4,61.5,3664.97
2024-06-12,2024,6,Summer,Coal,West,39.13,38.66,32.09,54.3,61.5,2406.76
2024-06-13,2024,6,Summer,Solar,West,38.76,32.9,0.0,66.4,68.29,2646.87
2024-06-13,2024,6,Summer,Wind,East,37.19,31.89,0.0,50.2,68.29,2539.79
2024-06-13,2024,6,Summer,Gas,South,73.2,60.64,35.869,83.5,68.29,4998.98
2024-06-13,2024,6,Summer,Nuclear,South,50.85,42.86,0.61,83.5,68.29,3472.72
2024-06-13,2024,6,Summer,Coal,South,42.12,38.15,34.537,44.9,68.29,2876.27
2024-06-14,2024,6,Summer,Solar,North,33.9,29.18,0.0,67.4,60.94,2065.74
2024-06-14,2024,6,Summer,Wind,North,39.9,36.03,0.0,50.2,60.94,2431.74
2024-06-14,2024,6,Summer,Gas,West,103.47,92.62,50.703,74.6,60.94,6305.75
2024-06-14,2024,6,Summer,Nuclear,East,68.47,57.89,0.822,81.6,60.94,4172.52
2024-06-14,2024,6,Summer,Coal,West,48.25,39.72,39.568,53.4,60.94,2940.56
2024-06-15,2024,6,Summer,Solar,East,37.2,33.0,0.0,54.5,70.12,2608.69
2024-06-15,2024,6,Summer,Wind,West,38.2,37.16,0.0,52.6,70.12,2678.24
2024-06-15,2024,6,Summer,Gas,West,74.3,73.0,36.405,80.5,70.12,5209.67
2024-06-15,2024,6,Summer,Nuclear,East,62.1,58.29,0.745,86.5,70.12,4354.41
2024-06-15,2024,6,Summer,Coal,West,47.19,41.42,38.696,59.6,70.12,3308.95
2024-06-16,2024,6,Summer,Solar,East,42.21,37.65,0.0,60.7,57.8,2439.47
2024-06-16,2024,6,Summer,Wind,West,37.54,33.58,0.0,51.6,57.8,2169.82
2024-06-16,2024,6,Summer,Gas,North,93.01,85.49,45.574,79.5,57.8,5375.89
2024-06-16,2024,6,Summer,Nuclear,South,54.45,50.5,0.653,92.5,57.8,3147.06
2024-06-16,2024,6,Summer,Coal,West,41.78,40.33,34.262,50.1,57.8,2415.07
2024-06-17,2024,6,Summer,Solar,North,47.02,44.9,0.0,54.4,58.64,2757.2
2024-06-17,2024,6,Summer,Wind,West,36.62,30.3,0.0,35.6,58.64,2147.29
2024-06-17,2024,6,Summer,Gas,West,92.37,83.15,45.262,86.0,58.64,5416.72
2024-06-17,2024,6,Summer,Nuclear,West,44.87,37.89,0.538,88.8,58.64,2631.38
2024-06-17,2024,6,Summer,Coal,South,52.31,49.84,42.893,55.4,58.64,3067.4
2024-06-18,2024,6,Summer,Solar,East,34.26,32.3,0.0,68.9,69.53,2381.83
2024-06-18,2024,6,Summer,Wind,South,38.9,37.76,0.0,47.2,69.53,2704.92
2024-06-18,2024,6,Summer,Gas,East,88.57,77.85,43.402,78.3,69.53,6158.61
2024-06-18,2024,6,Summer,Nuclear,East,59.93,49.32,0.719,84.1,69.53,4166.93
2024-06-18,2024,6,Summer,Coal,North,46.63,45.92,38.241,43.7,69.53,3242.52
2024-06-19,2024,6,Summer,Solar,South,39.95,37.43,0.0,70.9,58.29,2328.57
2024-06-19,2024,6,Summer,Wind,East,32.39,31.08,0.0,42.4,58.29,1887.92
2024-06-19,2024,6,Summer,Gas,North,78.68,74.24,38.553,68.4,58.29,4586.28
2024-06-19,2024,6,Summer,Nuclear,West,62.16,51.91,0.746,89.1,58.29,3623.22
2024-06-19,2024,6,Summer,Coal,East,49.0,41.27,40.177,56.8,58.29,2856.02
2024-06-20,2024,6,Summer,Solar,West,33.52,30.13,0.0,64.3,66.4,2225.42
2024-06-20,2024,6,Summer,Wind,South,38.34,35.33,0.0,52.5,66.4,2545.95
2024-06-20,2024,6,Summer,Gas,South,79.77,65.63,39.087,74.9,66.4,5296.74
2024-06-20,2024,6,Summer,Nuclear,North,57.93,56.47,0.695,92.3,66.4,3846.85
2024-06-20,2024,6,Summer,Coal,East,53.36,48.06,43.757,61.1,66.4,3543.23
2024-06-21,2024,6,Summer,Solar,East,42.59,37.98,0.0,62.4,76.21,3245.47
2024-06-21,2024,6,Summer,Wind,West,39.35,34.09,0.0,37.0,76.21,2998.54
2024-06-21,2024,6,Summer,Gas,South,71.07,63.93,34.824,82.8,76.21,5416.2
2024-06-21,2024,6,Summer,Nuclear,South,61.91,59.2,0.743,83.7,76.21,4718.0
2024-06-21,2024,6,Summer,Coal,South,55.87,50.24,45.812,58.5,76.21,4257.73
2024-06-22,2024,6,Summer,Solar,North,41.48,36.51,0.0,72.4,57.37,2379.76
2024-06-22,2024,6,Summer,Wind,North,41.23,35.47,0.0,46.6,57.37,2365.28
2024-06-22,2024,6,Summer,Gas,West,84.56,72.53,41.434,83.2,57.37,4851.12
2024-06-22,2024,6,Summer,Nuclear,West,57.34,51.32,0.688,82.2,57.37,3289.76
2024-06-22,2024,6,Summer,Coal,West,43.58,41.92,35.739,57.9,57.37,2500.42
2024-06-23,2024,6,Summer,Solar,South,35.74,34.76,0.0,65.8,65.88,2354.36
2024-06-23,2024,6,Summer,Wind,West,33.18,29.81,0.0,39.2,65.88,2186.14
2024-06-23,2024,6,Summer,Gas,South,84.11,74.93,41.212,63.8,65.88,5540.89
2024-06-23,2024,6,Summer,Nuclear,West,68.65,60.37,0.824,90.4,65.88,4522.43
2024-06-23,2024,6,Summer,Coal,North,48.89,47.52,40.088,54.5,65.88,3220.72
2024-06-24,2024,6,Summer,Solar,West,43.16,39.45,0.0,64.8,68.23,2945.12
2024-06-24,2024,6,Summer,Wind,South,29.89,26.59,0.0,52.8,68.23,2039.73
2024-06-24,2024,6,Summer,Gas,North,97.04,94.87,47.552,79.3,68.23,6621.35
2024-06-24,2024,6,Summer,Nuclear,North,53.73,48.63,0.645,84.2,68.23,3665.71
2024-06-24,2024,6,Summer,Coal,South,47.64,43.89,39.063,53.0,68.23,3250.29
2024-06-25,2024,6,Summer,Solar,West,39.57,37.84,0.0,70.0,57.04,2257.12
2024-06-25,2024,6,Summer,Wind,South,34.89,34.0,0.0,44.8,57.04,1989.87
2024-06-25,2024,6,Summer,Gas,South,93.39,81.98,45.763,87.8,57.04,5327.24
2024-06-25,2024,6,Summer,Nuclear,East,54.01,49.97,0.648,97.8,57.04,3080.65
2024-06-25,2024,6,Summer,Coal,East,42.39,35.66,34.764,58.3,57.04,2418.2
2024-06-26,2024,6,Summer,Solar,West,41.36,37.61,0.0,70.2,68.18,2820.18
2024-06-26,2024,6,Summer,Wind,West,32.87,31.39,0.0,53.6,68.18,2240.82
2024-06-26,2024,6,Summer,Gas,West,97.69,96.18,47.868,73.7,68.18,6660.51
2024-06-26,2024,6,Summer,Nuclear,East,54.53,51.91,0.654,72.8,68.18,3717.72
2024-06-26,2024,6,Summer,Coal,North,47.7,41.56,39.11,63.4,68.18,3251.88
2024-06-27,2024,6,Summer,Solar,West,31.66,29.98,0.0,76.7,63.83,2020.54
2024-06-27,2024,6,Summer,Wind,South,33.02,31.78,0.0,43.8,63.83,2107.5
2024-06-27,2024,6,Summer,Gas,West,86.49,80.66,42.381,76.1,63.83,5520.83
2024-06-27,2024,6,Summer,Nuclear,East,53.14,49.4,0.638,71.6,63.83,3391.92
2024-06-27,2024,6,Summer,Coal,South,46.63,42.73,38.234,60.8,63.83,2976.21
2024-06-28,2024,6,Summer,Solar,East,39.39,33.47,0.0,75.2,60.59,2386.55
2024-06-28,2024,6,Summer,Wind,West,37.75,35.54,0.0,46.0,60.59,2286.97
2024-06-28,2024,6,Summer,Gas,South,86.21,72.14,42.241,77.4,60.59,5223.19
2024-06-28,2024,6,Summer,Nuclear,West,52.28,46.72,0.627,83.8,60.59,3167.73
2024-06-28,2024,6,Summer,Coal,North,44.1,37.99,36.163,55.8,60.59,2672.12
2024-06-29,2024,6,Summer,Solar,East,40.28,34.76,0.0,68.5,58.66,2362.92
2024-06-29,2024,6,Summer,Wind,South,36.01,33.05,0.0,30.9,58.66,2112.41
2024-06-29,2024,6,Summer,Gas,South,83.58,82.07,40.955,85.9,58.66,4902.95
2024-06-29,2024,6,Summer,Nuclear,West,65.38,56.04,0.785,85.9,58.66,3835.33
2024-06-29,2024,6,Summer,Coal,South,55.76,52.46,45.721,54.1,58.66,3270.74
2024-06-30,2024,6,Summer,Solar,East,38.28,33.83,0.0,67.4,54.11,2071.2
2024-06-30,2024,6,Summer,Wind,East,42.26,41.52,0.0,40.5,54.11,2286.75
2024-06-30,2024,6,Summer,Gas,South,110.19,93.77,53.995,78.7,54.11,5962.61
2024-06-30,2024,6,Summer,Nuclear,North,10.2,9.48,0.122,20.8,54.11,551.9
2024-06-30,2024,6,Summer,Coal,South,50.56,46.44,41.459,69.6,54.11,2735.78
2024-07-01,2024,7,Summer,Solar,East,36.91,32.68,0.0,77.1,70.58,2605.33
2024-07-01,2024,7,Summer,Wind,North,31.12,28.32,0.0,37.3,70.58,2196.16
2024-07-01,2024,7,Summer,Gas,West,102.09,84.07,50.026,83.5,70.58,7205.81
2024-07-01,2024,7,Summer,Nuclear,West,51.48,48.83,0.618,82.3,70.58,3633.4
2024-07-01,2024,7,Summer,Coal,South,52.6,45.07,43.132,63.4,70.58,3712.52
2024-07-02,2024,7,Summer,Solar,South,41.28,39.06,0.0,73.9,59.73,2465.7
2024-07-02,2024,7,Summer,Wind,South,29.78,28.02,0.0,35.7,59.73,1778.67
2024-07-02,2024,7,Summer,Gas,North,65.74,56.2,32.212,81.0,59.73,3926.62
2024-07-02,2024,7,Summer,Nuclear,East,53.51,47.77,0.642,89.1,59.73,3196.19
2024-07-02,2024,7,Summer,Coal,East,51.96,43.83,42.611,57.7,59.73,3103.85
2024-07-03,2024,7,Summer,Solar,West,41.77,39.13,0.0,71.1,66.33,2770.49
2024-07-03,2024,7,Summer,Wind,East,29.56,28.93,0.0,44.2,66.33,1960.86
2024-07-03,2024,7,Summer,Gas,West,89.08,78.63,43.649,77.9,66.33,5908.59
2024-07-03,2024,7,Summer,Nuclear,East,48.38,44.89,0.581,90.2,66.33,3208.98
2024-07-03,2024,7,Summer,Coal,South,46.48,42.4,38.11,61.5,66.33,3082.77
2024-07-04,2024,7,Summer,Solar,South,36.21,33.92,0.0,60.3,61.09,2212.11
2024-07-04,2024,7,Summer,Wind,West,35.52,34.73,0.0,37.7,61.09,2170.18
2024-07-04,2024,7,Summer,Gas,East,88.83,74.92,43.525,77.7,61.09,5426.4
2024-07-04,2024,7,Summer,Nuclear,South,10.9,9.65,0.131,32.9,61.09,665.83
2024-07-04,2024,7,Summer,Coal,West,48.53,40.94,39.795,63.6,61.09,2964.75
2024-07-05,2024,7,Summer,Solar,North,37.28,36.46,0.0,67.6,69.28,2582.45
2024-07-05,2024,7,Summer,Wind,West,37.81,36.36,0.0,38.6,69.28,2619.74
2024-07-05,2024,7,Summer,Gas,West,98.93,84.66,48.476,68.2,69.28,6853.95
2024-07-05,2024,7,Summer,Nuclear,East,57.56,54.27,0.691,73.4,69.28,3987.57
2024-07-05,2024,7,Summer,Coal,East,47.76,46.27,39.164,49.6,69.28,3308.88
2024-07-06,2024,7,Summer,Solar,North,48.46,40.1,0.0,82.2,71.41,3460.77
2024-07-06,2024,7,Summer,Wind,South,28.12,25.99,0.0,35.1,71.41,2007.81
2024-07-06,2024,7,Summer,Gas,South,103.61,86.85,50.767,74.4,71.41,7398.55
2024-07-06,2024,7,Summer,Nuclear,North,56.66,53.43,0.68,90.5,71.41,4045.99
2024-07-06,2024,7,Summer,Coal,East,49.71,42.71,40.76,56.8,71.41,3549.57
2024-07-07,2024,7,Summer,Solar,East,41.09,35.14,0.0,71.3,54.26,2229.8
2024-07-07,2024,7,Summer,Wind,West,31.17,26.61,0.0,46.1,54.26,1691.37
2024-07-07,2024,7,Summer,Gas,East,84.03,73.12,41.173,79.6,54.26,4559.32
2024-07-07,2024,7,Summer,Nuclear,West,13.38,11.29,0.161,15.6,54.26,726.26
2024-07-07,2024,7,Summer,Coal,West,48.26,40.91,39.571,58.9,54.26,2618.44
2024-07-08,2024,7,Summer,Solar,North,35.21,30.11,0.0,75.8,53.05,1868.14
2024-07-08,2024,7,Summer,Wind,North,33.45,30.08,0.0,44.1,53.05,1774.77
2024-07-08,2024,7,Summer,Gas,West,82.81,75.12,40.577,75.3,53.05,4393.08
2024-07-08,2024,7,Summer,Nuclear,North,55.55,50.98,0.667,83.1,53.05,2947.0
2024-07-08,2024,7,Summer,Coal,South,44.74,42.86,36.683,55.5,53.05,2373.21
2024-07-09,2024,7,Summer,Solar,East,43.64,43.05,0.0,67.4,65.19,2844.89
2024-07-09,2024,7,Summer,Wind,West,34.88,34.07,0.0,33.4,65.19,2273.8
2024-07-09,2024,7,Summer,Gas,West,90.66,82.4,44.424,75.5,65.19,5910.22
2024-07-09,2024,7,Summer,Nuclear,East,70.95,66.45,0.851,86.9,65.19,4625.14
2024-07-09,2024,7,Summer,Coal,West,53.21,49.1,43.631,59.9,65.19,3468.67
2024-07-10,2024,7,Summer,Solar,North,45.92,44.77,0.0,71.5,66.61,3058.49
2024-07-10,2024,7,Summer,Wind,South,32.6,29.24,0.0,38.7,66.61,2171.61
2024-07-10,2024,7,Summer,Gas,East,90.21,82.53,44.201,77.9,66.61,6008.65
2024-07-10,2024,7,Summer,Nuclear,North,55.56,48.18,0.667,82.1,66.61,3700.67
2024-07-10,2024,7,Summer,Coal,West,52.8,50.63,43.293,53.8,66.61,3516.74
2024-07-11,2024,7,Summer,Solar,South,40.46,39.57,0.0,77.6,61.59,2492.14
2024-07-11,2024,7,Summer,Wind,West,34.69,30.05,0.0,44.5,61.59,2136.83
2024-07-11,2024,7,Summer,Gas,East,95.04,91.1,46.571,90.0,61.59,5853.63
2024-07-11,2024,7,Summer,Nuclear,East,66.38,60.31,0.797,91.6,61.59,4088.57
2024-07-11,2024,7,Summer,Coal,East,40.15,38.45,32.919,45.9,61.59,2472.57
2024-07-12,2024,7,Summer,Solar,South,36.79,35.96,0.0,77.8,60.05,2209.16
2024-07-12,2024,7,Summer,Wind,East,36.09,35.21,0.0,31.6,60.05,2166.96
2024-07-12,2024,7,Summer,Gas,North,93.61,80.45,45.869,70.1,60.05,5621.34
2024-07-12,2024,7,Summer,Nuclear,North,58.48,52.14,0.702,89.3,60.05,3511.51
2024-07-12,2024,7,Summer,Coal,East,45.52,38.37,37.326,60.5,60.05,2733.44
2024-07-13,2024,7,Summer,Solar,West,36.03,35.64,0.0,74.9,67.62,2436.02
2024-07-13,2024,7,Summer,Wind,South,32.9,27.2,0.0,35.8,67.62,2224.95
2024-07-13,2024,7,Summer,Gas,North,99.86,90.94,48.932,76.7,67.62,6752.63
2024-07-13,2024,7,Summer,Nuclear,West,7.6,7.16,0.091,19.1,67.62,513.7
2024-07-13,2024,7,Summer,Coal,South,50.62,43.69,41.508,54.6,67.62,3422.93
2024-07-14,2024,7,Summer,Solar,West,43.21,36.4,0.0,81.5,61.77,2669.11
2024-07-14,2024,7,Summer,Wind,South,33.27,32.61,0.0,41.8,61.77,2054.87
2024-07-14,2024,7,Summer,Gas,South,86.26,79.32,42.265,92.0,61.77,5328.02
2024-07-14,2024,7,Summer,Nuclear,South,10.96,9.7,0.132,24.7,61.77,677.18
2024-07-14,2024,7,Summer,Coal,West,45.82,41.47,37.575,57.8,61.77,2830.46
2024-07-15,2024,7,Summer,Solar,East,37.55,36.39,0.0,67.5,61.64,2314.75
2024-07-15,2024,7,Summer,Wind,East,36.37,34.29,0.0,32.9,61.64,2242.13
2024-07-15,2024,7,Summer,Gas,North,76.65,71.27,37.561,81.8,61.64,4724.98
2024-07-15,2024,7,Summer,Nuclear,South,57.98,55.96,0.696,81.7,61.64,3573.68
2024-07-15,2024,7,Summer,Coal,East,45.53,39.43,37.338,56.5,61.64,2806.75
2024-07-16,2024,7,Summer,Solar,South,48.42,44.71,0.0,79.9,58.35,2825.22
2024-07-16,2024,7,Summer,Wind,East,29.08,26.67,0.0,40.8,58.35,1696.63
2024-07-16,2024,7,Summer,Gas,East,76.01,74.52,37.245,75.8,58.35,4435.19
2024-07-16,2024,7,Summer,Nuclear,East,58.41,56.74,0.701,92.0,58.35,3408.44
2024-07-16,2024,7,Summer,Coal,North,43.61,42.88,35.757,55.3,58.35,2544.42
2024-07-17,2024,7,Summer,Solar,North,48.65,45.23,0.0,73.8,68.86,3349.98
2024-07-17,2024,7,Summer,Wind,North,37.5,34.72,0.0,32.7,68.86,2582.56
2024-07-17,2024,7,Summer,Gas,East,86.92,83.78,42.591,75.5,68.86,5985.29
2024-07-17,2024,7,Summer,Nuclear,West,59.24,53.32,0.711,88.2,68.86,4079.6
2024-07-17,2024,7,Summer,Coal,North,47.52,43.75,38.965,54.2,68.86,3272.14
2024-07-18,2024,7,Summer,Solar,South,43.16,39.47,0.0,82.9,71.77,3097.93
2024-07-18,2024,7,Summer,Wind,East,37.92,33.47,0.0,35.9,71.77,2721.61
2024-07-18,2024,7,Summer,Gas,North,95.47,90.37,46.781,75.6,71.77,6851.97
2024-07-18,2024,7,Summer,Nuclear,East,61.37,51.22,0.736,94.6,71.77,4404.87
2024-07-18,2024,7,Summer,Coal,South,45.84,43.11,37.592,70.4,71.77,3290.2
2024-07-19,2024,7,Summer,Solar,South,40.91,40.17,0.0,81.7,61.77,2527.01
2024-07-19,2024,7,Summer,Wind,South,29.31,26.76,0.0,18.8,61.77,1810.71
2024-07-19,2024,7,Summer,Gas,North,89.33,79.24,43.773,77.2,61.77,5518.09
2024-07-19,2024,7,Summer,Nuclear,South,56.28,47.56,0.675,84.5,61.77,3476.53
2024-07-19,2024,7,Summer,Coal,South,55.57,51.38,45.566,54.0,61.77,3432.44
2024-07-20,2024,7,Summer,Solar,East,43.77,40.6,0.0,81.9,61.5,2691.58
2024-07-20,2024,7,Summer,Wind,West,30.64,29.27,0.0,39.4,61.5,1884.29
2024-07-20,2024,7,Summer,Gas,North,82.74,70.65,40.542,87.4,61.5,5088.37
2024-07-20,2024,7,Summer,Nuclear,North,56.45,48.95,0.677,83.9,61.5,3471.66
2024-07-20,2024,7,Summer,Coal,North,45.17,40.39,37.037,64.2,61.5,2777.8
2024-07-21,2024,7,Summer,Solar,South,39.35,38.71,0.0,79.9,68.11,2680.23
2024-07-21,2024,7,Summer,Wind,West,34.33,32.4,0.0,43.5,68.11,2338.2
2024-07-21,2024,7,Summer,Gas,West,77.99,70.32,38.216,87.0,68.11,5311.96
2024-07-21,2024,7,Summer,Nuclear,West,63.03,52.79,0.756,89.9,68.11,4292.79
2024-07-21,2024,7,Summer,Coal,North,45.7,38.52,37.474,53.4,68.11,3112.67
2024-07-22,2024,7,Summer,Solar,North,39.4,33.2,0.0,79.6,60.14,2369.51
2024-07-22,2024,7,Summer,Wind,South,34.27,32.64,0.0,34.4,60.14,2061.18
2024-07-22,2024,7,Summer,Gas,East,88.4,75.31,43.315,91.2,60.14,5316.28
2024-07-22,2024,7,Summer,Nuclear,West,51.56,45.65,0.619,84.9,60.14,3100.74
2024-07-22,2024,7,Summer,Coal,East,46.54,44.75,38.164,49.0,60.14,2799.03
2024-07-23,2024,7,Summer,Solar,South,48.22,43.62,0.0,72.0,69.39,3346.04
2024-07-23,2024,7,Summer,Wind,East,35.61,32.6,0.0,34.3,69.39,2470.66
2024-07-23,2024,7,Summer,Gas,East,96.62,92.71,47.346,76.3,69.39,6704.8
2024-07-23,2024,7,Summer,Nuclear,East,8.22,7.55,0.099,16.3,69.39,570.07
2024-07-23,2024,7,Summer,Coal,West,52.6,48.45,43.13,56.5,69.39,3649.71
2024-07-24,2024,7,Summer,Solar,South,40.43,33.4,0.0,85.5,71.71,2898.94
2024-07-24,2024,7,Summer,Wind,East,34.29,30.99,0.0,34.8,71.71,2459.02
2024-07-24,2024,7,Summer,Gas,East,88.86,73.93,43.543,75.1,71.71,6372.4
2024-07-24,2024,7,Summer,Nuclear,West,55.7,45.86,0.668,94.2,71.71,3993.91
2024-07-24,2024,7,Summer,Coal,North,49.03,43.93,40.206,54.6,71.71,3516.04
2024-07-25,2024,7,Summer,Solar,North,30.13,28.59,0.0,87.4,67.71,2039.93
2024-07-25,2024,7,Summer,Wind,North,28.97,25.11,0.0,32.4,67.71,1961.4
2024-07-25,2024,7,Summer,Gas,East,105.7,92.4,51.792,78.9,67.71,7156.75
2024-07-25,2024,7,Summer,Nuclear,East,56.71,50.99,0.68,81.9,67.71,3839.53
2024-07-25,2024,7,Summer,Coal,South,49.86,41.74,40.887,55.0,67.71,3376.14
2024-07-26,2024,7,Summer,Solar,North,41.09,34.12,0.0,74.3,64.03,2630.91
2024-07-26,2024,7,Summer,Wind,South,29.9,25.81,0.0,29.5,64.03,1914.35
2024-07-26,2024,7,Summer,Gas,West,102.25,92.06,50.101,89.2,64.03,6546.86
2024-07-26,2024,7,Summer,Nuclear,West,54.68,50.8,0.656,87.6,64.03,3501.43
2024-07-26,2024,7,Summer,Coal,East,42.79,39.14,35.092,55.2,64.03,2740.13
2024-07-27,2024,7,Summer,Solar,East,36.83,32.94,0.0,71.7,76.95,2833.98
2024-07-27,2024,7,Summer,Wind,South,34.57,32.22,0.0,32.4,76.95,2659.98
2024-07-27,2024,7,Summer,Gas,South,83.54,69.38,40.936,78.0,76.95,6428.66
2024-07-27,2024,7,Summer,Nuclear,West,59.25,58.45,0.711,80.0,76.95,4559.16
2024-07-27,2024,7,Summer,Coal,East,47.36,39.99,38.832,59.0,76.95,3644.01
2024-07-28,2024,7,Summer,Solar,West,44.74,40.62,0.0,79.5,68.43,3061.62
2024-07-28,2024,7,Summer,Wind,South,29.96,29.07,0.0,38.3,68.43,2050.13
2024-07-28,2024,7,Summer,Gas,South,81.36,78.62,39.866,76.6,68.43,5567.4
2024-07-28,2024,7,Summer,Nuclear,North,49.16,41.6,0.59,88.7,68.43,3364.22
2024-07-28,2024,7,Summer,Coal,West,51.59,46.36,42.303,45.9,68.43,3530.26
2024-07-29,2024,7,Summer,Solar,South,48.17,43.03,0.0,89.4,66.31,3194.33
2024-07-29,2024,7,Summer,Wind,North,25.49,24.92,0.0,37.7,66.31,1690.38
2024-07-29,2024,7,Summer,Gas,South,103.16,94.74,50.549,88.8,66.31,6840.64
2024-07-29,2024,7,Summer,Nuclear,North,67.46,56.03,0.809,83.0,66.31,4472.94
2024-07-29,2024,7,Summer,Coal,North,45.24,44.72,37.1,58.1,66.31,3000.14
2024-07-30,2024,7,Summer,Solar,North,36.81,31.43,0.0,86.0,76.43,2813.06
2024-07-30,2024,7,Summer,Wind,West,34.55,33.27,0.0,47.2,76.43,2640.55
2024-07-30,2024,7,Summer,Gas,East,84.35,74.1,41.334,80.5,76.43,6447.19
2024-07-30,2024,7,Summer,Nuclear,East,59.55,56.52,0.715,78.5,76.43,4551.38
2024-07-30,2024,7,Summer,Coal,East,52.78,50.22,43.278,51.0,76.43,4033.82
2024-07-31,2024,7,Summer,Solar,West,48.37,45.21,0.0,77.0,66.12,3198.12
2024-07-31,2024,7,Summer,Wind,East,34.32,33.8,0.0,41.7,66.12,2269.41
2024-07-31,2024,7,Summer,Gas,South,85.9,73.29,42.092,81.7,66.12,5679.83
2024-07-31,2024,7,Summer,Nuclear,West,50.81,48.19,0.61,83.7,66.12,3359.42
2024-07-31,2024,7,Summer,Coal,West,43.29,42.05,35.497,48.3,66.12,2862.29
2024-08-01,2024,8,Summer,Solar,South,43.93,37.82,0.0,82.5,75.6,3321.23
2024-08-01,2024,8,Summer,Wind,West,30.77,27.27,0.0,32.0,75.6,2325.91
2024-08-01,2024,8,Summer,Gas,South,96.08,83.2,47.077,77.4,75.6,7263.34
2024-08-01,2024,8,Summer,Nuclear,South,54.22,51.15,0.651,80.6,75.6,4099.05
2024-08-01,2024,8,Summer,Coal,North,48.75,42.12,39.977,63.0,75.6,3685.67
2024-08-02,2024,8,Summer,Solar,East,48.09,45.27,0.0,80.8,65.19,3134.79
2024-08-02,2024,8,Summer,Wind,South,36.51,30.66,0.0,36.2,65.19,2380.04
2024-08-02,2024,8,Summer,Gas,East,81.21,79.62,39.795,80.6,65.19,5294.34
2024-08-02,2024,8,Summer,Nuclear,West,55.65,50.01,0.668,89.7,65.19,3627.94
2024-08-02,2024,8,Summer,Coal,West,43.25,41.9,35.466,53.6,65.19,2819.53
2024-08-03,2024,8,Summer,Solar,South,46.57,43.58,0.0,81.1,62.61,2915.93
2024-08-03,2024,8,Summer,Wind,East,33.27,30.5,0.0,39.5,62.61,2082.94
2024-08-03,2024,8,Summer,Gas,West,89.12,80.51,43.67,76.6,62.61,5579.97
2024-08-03,2024,8,Summer,Nuclear,West,64.8,58.83,0.778,84.8,62.61,4057.09
2024-08-03,2024,8,Summer,Coal,East,42.18,37.77,34.589,63.8,62.61,2641.0
2024-08-04,2024,8,Summer,Solar,West,43.53,39.4,0.0,82.7,58.93,2565.3
2024-08-04,2024,8,Summer,Wind,South,32.03,31.3,0.0,30.7,58.93,1887.68
2024-08-04,2024,8,Summer,Gas,North,79.09,75.74,38.753,83.4,58.93,4660.61
2024-08-04,2024,8,Summer,Nuclear,East,56.32,49.67,0.676,87.4,58.93,3318.97
2024-08-04,2024,8,Summer,Coal,West,41.86,37.21,34.322,56.0,58.93,2466.55
2024-08-05,2024,8,Summer,Solar,East,46.91,44.34,0.0,78.3,64.66,3033.47
2024-08-05,2024,8,Summer,Wind,South,31.19,30.43,0.0,37.4,64.66,2016.76
2024-08-05,2024,8,Summer,Gas,South,96.81,88.7,47.436,84.8,64.66,6259.59
2024-08-05,2024,8,Summer,Nuclear,South,63.78,62.25,0.765,70.5,64.66,4124.12
2024-08-05,2024,8,Summer,Coal,West,53.6,49.91,43.955,57.7,64.66,3466.03
2024-08-06,2024,8,Summer,Solar,North,39.11,37.45,0.0,86.3,64.22,2511.45
